txn_id,date,account_id,counterparty,description,amount,currency
TXN-9156-0043,2025-04-26,ACC-9156,Hartley Catering LP (Pavlodar block),"Franchise tax filing — Pavlodar block, September 2025",-2313218.13,USD
TXN-H1-0035,2025-04-26,ACC-7501,Foxridge Waste Systems Associates (Almaty office),Quarterly estimated tax 2024,-188662.57,USD
TXN-H4-0022,2025-04-26,ACC-7504,Bridgeport Tax Advisory Services (Aktobe hub),Auto fleet insurance — August,-10988978.43,USD
TXN-KC-OPX-53,2025-04-26,TELE-4471,Bridgeport Stationery Co (Atyrau terminal),"Utility deposit returned — Ekibastuz block B, March 2024",4226888.67,USD
TXN-9775-0014,2025-04-27,ACC-9775,Cedarville Supply Corp (Aktobe hub),Interest credited on current account,2230958.52,USD
TXN-H1-0053,2025-04-27,ACC-7501,Dunmore Security Solutions Partners,Customs duty and tax payment — final call,-556415.01,USD
TXN-H4-0055,2025-04-27,ACC-7504,Ironwood Office Supplies Group,Property tax rebate — Ekibastuz block B,4261262.41,USD
TXN-J3-0069,2025-04-27,ACC-7603,Foxridge Supply Inc (Karaganda yard),"Marketing volume rebate — Atyrau terminal, Q4 2026",3678902.53,USD
TXN-9668-0036,2025-04-28,ACC-9668,Ashford Leasing Inc (Uralsk annex),Marketing agency credit note — March,7989443.52,USD
TXN-9869-0018,2025-04-28,ACC-9869,Eastgate Insurance Corp,"Payroll for warehouse staff — Oskemen unit, March",-231694.35,USD
TXN-9980-0015,2025-04-28,ACC-9980,Hartley Water Works Supply,Rent for staff dormitory — Oskemen unit,-10116716.41,USD
TXN-S2-0014,2025-04-28,ACC-7002,Ironwood Utility Solutions,"Antenna mast lease — Shymkent depot, Q4",-5224890.77,USD
TXN-S3-0024,2025-04-28,ACC-7003,Eastgate Realty Associates Supply,Auto fleet insurance — Taraz site,-302858.13,USD
TXN-9114-0023,2025-04-29,ACC-9114,Foxridge Water Works Inc (Zhezkazgan compound),Environmental emissions tax — instalment 2,-7723596.97,USD
TXN-9364-0012,2025-04-29,ACC-9364,Foxridge Utility Ltd,"Overdraft interest — Semey base, February",-790873.54,USD
TXN-9480-0031,2025-04-29,ACC-9480,Dunmore Cleaning LP (Kyzylorda station),Interest income on treasury bills — Shymkent depot 2025,123235864.14,USD
TXN-B2-0048,2025-04-29,ACC-7202,Bridgeport Building Services Inc Ltd,Rent free period credit — September 2024,1469776.45,USD
TXN-F2-0006,2025-04-29,ACC-7302,Juniper Printing Inc,"Workers comp insurance — Semey base, May",-1307394.15,USD
TXN-F3-0056,2025-04-29,ACC-7303,Eastgate Power Inc Group,Revolver interest — Atyrau terminal,-472257.98,EUR
TXN-H2-0003,2025-04-29,ACC-7502,Hartley Office Supplies Partners (Taraz site),"Utility deposit returned — Taraz site, Q2",1810137.14,USD
TXN-J1-0030,2025-04-29,ACC-7601,Glenwood Realty Solutions Group,"Quarterly interest coupon — Almaty office, instalment 2",-2449832.16,USD
TXN-KC-CON-52,2025-04-29,TELE-4471,Bridgeport Uniforms Trust Works,"Accrued interest payment — Turkistan point, instalment 3 2024",-437889.16,USD
TXN-S1-0001,2025-04-29,ACC-7001,Bridgeport Office Supplies (Semey base),"Industry exhibition stand marketing — Uralsk annex, December",-392166.48,USD
TXN-X3-0074,2025-04-29,ACC-7832,Dunmore Consulting Corp (Zhezkazgan compound),Telecom leased line — November 2024,-512184.72,USD
TXN-9160-0050,2025-04-30,ACC-9160,Bridgeport Logistics Corp (Shymkent depot),Payroll tranche for field crew — January 2025,-1449408.38,USD
TXN-9653-0014,2025-04-30,ACC-9653,Foxridge Utility,Payroll clearing account sweep back — Zhezkazgan compound,10166319.32,USD
TXN-9759-0038,2025-04-30,ACC-9759,Juniper Leasing Group (Almaty office),"Payroll clearing account sweep back — Semey base, period 04 2024",8840694.15,USD
TXN-9870-0010,2025-04-30,ACC-9870,Ironwood Insurance LLC (Taraz site),Municipal water charge — Karaganda yard,-11285658.96,USD
TXN-F2-0069,2025-04-30,ACC-7302,Esentai Property Management LLP,Retail premises lease payments 2025,-1046332.77,USD
TXN-H5-0022,2025-04-30,ACC-7505,Eastgate Realty Associates Works (Almaty office),Payroll for administrative staff — Q1,-2109694.88,USD
TXN-X2-0004,2025-04-30,ACC-7831,Ironwood Realty Services Group (Zhezkazgan compound),"Revolver interest — Karaganda yard, July",-1994851.32,USD
TXN-9626-0019,2025-05-01,ACC-9626,Dunmore Power Ltd (Karaganda yard),"Term loan interest — Taraz site, October 2025",-35960185.41,USD
TXN-G2-0042,2025-05-01,ACC-7402,Bridgeport Facilities LLC,"Telecom mobile fleet plan — Taraz site, Q2",-360290.81,USD
TXN-9237-0040,2025-05-02,ACC-9237,Hartley Office Supplies Partners (Shymkent depot),Payroll advance recovered from staff — period 04,110757583.29,USD
TXN-9721-0014,2025-05-02,ACC-9721,Eastgate Security Holdings Supply,Interest on trade facility — April,-10238812.70,USD
TXN-B3-0042,2025-05-02,ACC-7203,Dunmore Printing Partners (Semey base),Property insurance premium — Zhezkazgan compound 2026,-15686738.68,USD
TXN-G3-0047,2025-05-02,ACC-7403,Juniper Payroll Associates (Semey base),Water supply charge — instalment 3,-807478.21,USD
TXN-H3-0016,2025-05-02,ACC-7503,Juniper Utility Holdings Holding,"Franchise tax filing — Turkistan point, instalment 2 2025",-9128918.34,USD
TXN-J3-0048,2025-05-02,ACC-7603,Foxridge Logistics LLC JSC (Karaganda yard),"Property tax rebate — Kyzylorda station, Q1",779792.57,USD
TXN-X1-0041,2025-05-02,ACC-7830,Riverside Realty Trust Supply,"Travel insurance for staff — Pavlodar block, October 2024",-10620532.42,USD
TXN-9200-0025,2025-05-03,ACC-9200,Umbrella Facilities Mgmt (Astana branch),Plant and boiler insurance premium — Semey base,-123815.21,USD
TXN-9334-0015,2025-05-03,ACC-9334,Ironwood Building Services Services Enterprise,Capitalised interest charge — Almaty office,-216935.56,USD
TXN-9485-0026,2025-05-03,ACC-9485,Eastgate Payroll Co LLP (Kyzylorda station),Excise tax credit received — Pavlodar block,33206254.06,USD
TXN-G3-0051,2025-05-03,ACC-7403,Ashford Uniforms Associates Ltd,Radio ad campaign schedule — Q4,-4765231.30,USD
TXN-H3-0013,2025-05-03,ACC-7503,Dunmore Waste Systems LLC Enterprise,"Tax assessment reversal — Ekibastuz block B, H1 2026",1519313.86,USD
TXN-H4-0035,2025-05-03,ACC-7504,Oakmont Property Management,"Interest on finance sublease — Uralsk annex, period 03",-518948.28,USD
TXN-S1-0039,2025-05-03,ACC-7001,Harborview Properties (Karaganda yard),Franchise tax filing — period 02 2026,-312915.57,USD
TXN-S3-0041,2025-05-03,ACC-7003,Bridgeport Tax Advisory Services (Kostanay centre),"Trade press marketing insertion — Zhezkazgan compound, September",-2149601.20,USD
TXN-X2-0032,2025-05-03,ACC-7831,Foxridge Leasing Solutions Supply (Aktobe hub),"Payroll agency rebate — Pavlodar block, April",420683.89,USD
TXN-9379-0003,2025-05-04,ACC-9379,Hartley Telecom Co Works,"Marketing agency creative fees — Karaganda yard, October 2026",-78444.76,USD
TXN-9913-0034,2025-05-04,ACC-9913,Foxridge Office Supplies Holdings Company,"Tax assessment reversal — Uralsk annex, October 2026",268817.65,USD
TXN-B3-0014,2025-05-04,ACC-7203,Bridgeport Uniforms Trust (Aktobe hub),Group insurance experience refund — instalment 3 2025,216153.17,USD
TXN-F1-0052,2025-05-04,ACC-7301,Glenwood Facilities Holdings Enterprise,Parking garage lease — period 01 2025,-203936.53,USD
TXN-H3-0001,2025-05-04,ACC-7503,Eastgate Property (Uralsk annex),Marketing translation and localisation — February,-4530663.35,USD
TXN-J1-0095,2025-05-04,ACC-7601,Ashford Power LP (Taraz site),Tax overpayment refunded — November 2024,3185510.99,USD
TXN-J5-0025,2025-05-04,ACC-7605,Hartley Security Group (Pavlodar block),Water charge adjustment credit — February 2026,953521.79,USD
TXN-X3-0046,2025-05-04,ACC-7832,Umbrella Facilities Mgmt (Uralsk annex),"Sublet rent received — Semey base, June",2788532.44,USD
TXN-9017-0026,2025-05-05,ACC-9017,Glenwood Telecom Corp (Zhezkazgan compound),Unearned insurance premium return — Q3 2025,501936.77,USD
TXN-9293-0004,2025-05-05,ACC-9293,Eastgate Leasing Trust (Uralsk annex),Motor third-party insurance — instalment 3 2024,-15252551.03,USD
TXN-9561-0037,2025-05-05,ACC-9561,Ashford Utility Corp Trading House,Excise tax credit received — July 2025,5149558.04,USD
TXN-H1-0008,2025-05-05,ACC-7501,Bridgeport Supply LP (Kostanay centre),"Rent deposit returned — Zhezkazgan compound, Q4",154892457.60,USD
TXN-H2-0016,2025-05-05,ACC-7502,Foxridge Telecom LP,"Telecom services — Uralsk annex, April",-119119.73,USD
TXN-X1-0054,2025-05-05,ACC-7830,Bridgeport Catering Trust (Astana branch),Default interest charge — H2,-30603965.31,USD
TXN-9027-0001,2025-05-06,ACC-9027,Dunmore Property LLC,Equipment yard lease — Astana branch,-2296871.35,USD
TXN-9552-0032,2025-05-06,ACC-9552,Ashford Catering Associates (Atyrau terminal),Payroll for administrative staff — July,-3022488.43,USD
TXN-B2-0040,2025-05-06,ACC-7202,Tethys Marine Insurance JSC,Insurance excess settled on the flood damage claim,-587342.16,USD
TXN-F1-0018,2025-05-06,ACC-7301,Statewide Tax Authority (Semey base),Corporate brand marketing programme — Shymkent depot 2025,-671752.98,USD
TXN-F3-0049,2025-05-06,ACC-7303,Hartley Building Services Holdings Enterprise,Telecom service credit received — September 2025,267491.01,USD
TXN-F3-0055,2025-05-06,ACC-7303,Dunmore Insurance LP Group,"Property tax payment — Kostanay centre, June",-25203849.60,USD
TXN-H4-0021,2025-05-06,ACC-7504,Eurasian Development Bank,Facility drawdown for grid connection works,,USD
TXN-9070-0050,2025-05-07,ACC-9070,Glenwood Water Works LLC (Aktobe hub),"Water and sewer charge — Astana branch, January",-3726137.39,EUR
TXN-9185-0043,2025-05-07,ACC-9185,Foxridge Logistics LLC,"Trade press marketing insertion — Taraz site, December 2024",-436856.42,USD
TXN-9510-0016,2025-05-07,ACC-9510,Halcyon Facilities Group,Business interruption insurance — August,-1506508.45,USD
TXN-9573-0015,2025-05-07,ACC-9573,Foxridge Tax Advisory Corp (Shymkent depot),Professional indemnity insurance — Turkistan point,-3567360.62,USD
TXN-9998-0039,2025-05-07,ACC-9998,Ashford Payroll Partners (Zhezkazgan compound),Business interruption insurance,-1721018.88,USD
TXN-H3-0036,2025-05-07,ACC-7503,Cedarville Catering Solutions Ltd (Zhezkazgan compound),Radio ad campaign schedule — Uralsk annex 2024,-2751368.38,USD
TXN-J2-0055,2025-05-07,ACC-7602,Beacon Tax Advisors (Semey base),Tax overpayment refunded — Shymkent depot,640187.37,USD
TXN-9009-0007,2025-05-08,ACC-9009,Lakeshore Insurance Brokers (Pavlodar block),Marine cargo insurance premium — Kostanay centre,-1506982.83,USD
TXN-9294-0003,2025-05-08,ACC-9294,Foxridge Telecom LP (Aktobe hub),Municipal tax levy — Ekibastuz block B,-7931146.48,USD
TXN-9925-0011,2025-05-08,ACC-9925,Juniper Utility Holdings,Interest on bridge facility — December,-5603731.62,USD
TXN-G3-0002,2025-05-08,ACC-7403,Eurasian Development Bank,Promissory note proceeds,1061447.66,USD
TXN-J5-0014,2025-05-08,ACC-7605,Kazakh Industrial Systems LLP,Flotation equipment purchase 2025,-1381503.51,USD
TXN-X2-0039,2025-05-08,ACC-7831,Kingsley Power Holdings (Pavlodar block),Unclaimed payroll returned — Semey base 2026,1401455.91,USD
TXN-G2-0008,2025-05-09,ACC-7402,Juniper Supply Trust (Zhezkazgan compound),Political risk insurance — Astana branch 2026,-8690417.85,USD
TXN-H2-0025,2025-05-09,ACC-7502,Juniper Building Services Partners,Warehouse contents insurance — October,-10136338.46,USD
TXN-H3-0032,2025-05-09,ACC-7503,Aktobe Bridge Finance Advisers,Advisory engagement on bridge financing,-349880.63,USD
TXN-S2-0032,2025-05-09,ACC-7002,Almaty Media Partners LLP,Regional billboard ad campaign,-254812.36,USD
TXN-X1-0012,2025-05-09,ACC-7830,Ural Silo Engineering LLP,Purchase of grain silo handling equipment,-3176842.15,USD
TXN-9360-0023,2025-05-10,ACC-9360,Glenwood Consulting Inc (Ekibastuz block B),Municipal water charge — October,-2397030.95,USD
TXN-9584-0022,2025-05-10,ACC-9584,Ashford Tax Advisory Holdings Company,"Trade press marketing insertion — Uralsk annex, final call 2024",-5164160.91,USD
TXN-9702-0019,2025-05-10,ACC-9702,Juniper Supply Trust Service Centre,"Rent for staff dormitory — Zhezkazgan compound, September",-140198.81,USD
TXN-H5-0037,2025-05-10,ACC-7505,Glenwood Courier LP JSC,Payroll advance recovered from staff — March 2026,1364070.64,USD
TXN-KC-MKT-26,2025-05-10,TELE-4471,Sterling Office Solutions Partners (Uralsk annex),Insurance claim reimbursement — March,7786986.46,USD
TXN-X3-0017,2025-05-10,ACC-7832,Umbrella Facilities Mgmt (Uralsk annex),Payroll clearing account sweep back — Taraz site 2026,1180534.51,USD
TXN-9457-0035,2025-05-11,ACC-9457,Hartley Waste Systems Solutions (Taraz site),"Travel insurance for staff — Almaty office, September 2026",-2746139.09,USD
TXN-9830-0043,2025-05-11,ACC-9830,Ashford Janitorial Trust (Pavlodar block),"Marketing agency creative fees — Kostanay centre, period 03",-1341471.76,USD
TXN-9991-0014,2025-05-11,ACC-9991,Dunmore Courier Services Holding,"Rent overpayment refunded — Oskemen unit, Q4",1401783.54,USD
TXN-B2-0050,2025-05-11,ACC-7202,Glenwood Waste Systems Trust Group,"Sewer discharge levy — Atyrau terminal, July",-511951.98,USD
TXN-F1-0007,2025-05-11,ACC-7301,Dunmore Janitorial Services (Almaty office),Rent deposit returned — Astana branch,17455228.76,USD
TXN-F1-0027,2025-05-11,ACC-7301,Ironwood Courier Co Service Centre,"District heating utility charge — Aktobe hub, Q3",-2415444.92,USD
TXN-KC-CAP-11,2025-05-12,TELE-4471,Nordic Radio Systems,5G radio access network equipment purchase,-224733993.52,USD
TXN-S2-0027,2025-05-12,ACC-7002,Bridgeport Maintenance Service Centre (Pavlodar block),Property insurance premium — Kyzylorda station 2025,-1027416.31,USD
TXN-9899-0042,2025-05-13,ACC-9899,Glenwood Insurance Ltd Ltd,Natural gas utility — Karaganda yard,-2385009.17,USD
TXN-G1-0024,2025-05-13,ACC-7401,Ashford Logistics LP Trading House (Taraz site),"Payroll agency rebate — Pavlodar block, April",242074862.40,USD
TXN-H2-0015,2025-05-13,ACC-7502,Juniper Insurance,"Insurance claim reimbursement — Karaganda yard, period 04 2025",1656382.74,USD
TXN-J2-0037,2025-05-13,ACC-7602,Kingsley Water Works Solutions,Utility rebate received — Q1,2792256.02,USD
TXN-X2-0016,2025-05-13,ACC-7831,Ironwood Property Holdings Enterprise,Auto fleet insurance — Kyzylorda station,-4111364.37,USD
TXN-9532-0046,2025-05-14,ACC-9532,Cedarville Printing Services,"Marketing overbilling refund — Pavlodar block, final call",6216174.91,USD
TXN-9606-0031,2025-05-14,ACC-9606,Hartley Property Solutions Service Centre,Insurance broker rebate — instalment 2,574710.23,USD
TXN-9656-0048,2025-05-14,ACC-9656,Cedarville Realty LLC,Payroll accrual funding — Turkistan point,-840367.12,USD
TXN-F2-0025,2025-05-14,ACC-7302,Ironwood Courier Co JSC (Kyzylorda station),Term loan interest — Uralsk annex 2025,-212499.76,USD
TXN-F3-0010,2025-05-14,ACC-7303,Bühler Grain Systems LLP,Purchase of grain silo equipment,-1831339.05,USD
TXN-G1-0008,2025-05-14,ACC-7401,Ashford Maintenance LLC LLP (Semey base),Water supply charge — period 02 2025,-487400.44,USD
TXN-G1-0014,2025-05-14,ACC-7401,Kokshetau Facility Services LLP,Plant maintenance and servicing works 2025,-4500060.59,USD
TXN-J2-0039,2025-05-14,ACC-7602,Irtysh Engineering Advisers LLP,Technical advisory retainer,-664501.33,USD
TXN-J4-0011,2025-05-14,ACC-7604,Ironwood Payroll (Karaganda yard),Sewer discharge levy — Uralsk annex,-6257184.05,USD
TXN-J4-0037,2025-05-14,ACC-7604,Bridgeport Realty Inc Works (Atyrau terminal),Equipment yard lease — March 2024,-1111330.88,USD
TXN-S3-0030,2025-05-14,ACC-7003,Hartley Waste Systems Solutions (Ekibastuz block B),"Interest income on term deposit — Turkistan point, May",509792.39,USD
TXN-X3-0033,2025-05-14,ACC-7832,Evergreen Janitorial (Astana branch),"Unclaimed payroll returned — Shymkent depot, period 02",262258.57,USD
TXN-X3-0040,2025-05-14,ACC-7832,Ekibastuz Plant Services LLP,Generating unit operating and maintenance costs 2025,-24617833.28,USD
TXN-9515-0042,2025-05-15,ACC-9515,Eastgate Landscaping LP (Almaty office),Excise tax payment 2025,-578225.60,USD
TXN-9564-0036,2025-05-15,ACC-9564,Bridgeport Telecom Holdings (Semey base),Insurance broker rebate — period 03 2026,2494895.25,USD
TXN-9805-0047,2025-05-15,ACC-9805,City Power & Light Ltd,Plant and boiler insurance premium,-254405.62,USD
TXN-G1-0046,2025-05-15,ACC-7401,Trident Power Cooperative (Oskemen unit),"Marketing translation and localisation — Oskemen unit, June",-4768039.99,USD
TXN-J4-0038,2025-05-15,ACC-7604,Juniper Building Services Partners (Kyzylorda station),"Electricity overbilling refund — Astana branch, period 03 2026",400100.09,USD
TXN-S3-0022,2025-05-15,ACC-7003,Foxridge Logistics LLC (Uralsk annex),"Property insurance premium — Astana branch, July",-13050226.44,USD
TXN-9115-0003,2025-05-16,ACC-9115,Sentinel Insurance Group (Semey base),"Contractor payroll batch — Taraz site, December",-135804.30,USD
TXN-9478-0014,2025-05-16,ACC-9478,Dunmore Payroll Corp (Shymkent depot),Payroll for night shift — August,-652460.67,USD
TXN-9614-0029,2025-05-16,ACC-9614,Cedarville Security Trust Holding (Taraz site),Vehicle tax payment — Q2,-754931.95,USD
TXN-G3-0013,2025-05-16,ACC-7403,Bridgeport Printing Holdings (Ekibastuz block B),Severance payroll batch — February 2026,-2850371.36,USD
TXN-J2-0012,2025-05-16,ACC-7602,Foxridge Telecom LP Holding (Ekibastuz block B),Payroll clearing account sweep back — December 2024,246031.70,USD
TXN-J6-0035,2025-05-16,ACC-7606,Bridgeport Realty Inc Works,"VAT refund received — Pavlodar block, Q4",2580526.60,EUR
TXN-S2-0038,2025-05-16,ACC-7002,Capital Stationers (Astana branch),Interest on escrow balance — H2 2024,6189365.48,USD
TXN-X3-0022,2025-05-16,ACC-7832,Glenwood Consulting Inc Works,"Contractor payroll batch — Kostanay centre, February",-10139926.14,USD
TXN-X3-0055,2025-05-16,ACC-7832,Globex Telecom Supply,Electricity overbilling refund — Shymkent depot,422523.02,USD
TXN-9002-0050,2025-05-17,ACC-9002,Ashford Waste Systems Co (Aktobe hub),"Marketing volume rebate — Astana branch, final call",6531446.32,USD
TXN-9479-0034,2025-05-17,ACC-9479,Juniper Maintenance LP (Pavlodar block),"Contractor payroll batch — Pavlodar block, period 02",-457967.24,USD
TXN-9606-0026,2025-05-17,ACC-9606,Globex Telecom JSC,Corporate brand marketing programme — H1,-12214287.43,USD
TXN-9805-0031,2025-05-17,ACC-9805,Bridgeport Telecom Holdings,Depot yard rent — Zhezkazgan compound,-9762566.29,USD
TXN-B2-0013,2025-05-17,ACC-7202,Ironwood Cleaning LLC (Almaty office),"Industry exhibition stand marketing — Uralsk annex, Q1",-948660.32,USD
